Date,Open,High,Low,Close,Volume
2014-01-02,1.10332508508805,1.104651921528801,1.1007065143841939,1.1027353231198445,95517
2014-01-03,1.1033275455562086,1.1066412894387267,1.0982118432248646,1.101973241927615,138231
2014-01-06,1.1048431297227908,1.1076310324447154,1.1008335933339608,1.1055477038391572,88865
2014-01-07,1.1145093940138042,1.1143293881439895,1.108142598799563,1.113998751798207,113937
2014-01-08,1.1103730570234887,1.1138247483287456,1.1043201676939733,1.1126952821407876,117195
2014-01-09,1.1107436885782496,1.1147028629055054,1.108830223073123,1.1113934288825102,147426
2014-01-10,1.1201690081313849,1.1202724146309453,1.1186611733915375,1.1202038004660253,53894
2014-01-13,1.1234875258798933,1.1294549712246404,1.1225480123593308,1.124510474410687,69160
2014-01-14,1.1208232836960015,1.1278278800066748,1.1211378028195764,1.1218739257792039,93095
2014-01-15,1.1241702778747018,1.1261591601730048,1.1243585169862733,1.124921477439969,69272
2014-01-16,1.1226458854699992,1.1236104408663792,1.1222775578196917,1.1223179523254596,94021
2014-01-17,1.1194977548830622,1.1203869932653123,1.116422209422508,1.1197075085915489,130048
2014-01-20,1.1185537650709816,1.1211231473976162,1.1160274878554393,1.1210629632097615,73645
2014-01-21,1.1080347562285482,1.1136421127968454,1.10796942677597,1.1103895595369426,152079
2014-01-22,1.1001860146490898,1.1010035398084685,1.0985630770363561,1.1008540846589712,61179
2014-01-23,1.0982658802484544,1.1018244092667098,1.0925452486144653,1.0977634486433505,50691
2014-01-24,1.0892173814856623,1.0967759926453438,1.089629643146418,1.092218256434529,121646
2014-01-27,1.0933890660358325,1.0983857719979717,1.0916620527785867,1.0939357387352493,140827
2014-01-28,1.0884073226343631,1.0896200151995388,1.0880535430372642,1.0889803962336706,85311
2014-01-29,1.082818862356775,1.0846987081679598,1.0774557834808252,1.0813176282432422,135381
2014-01-30,1.088851500584729,1.0911349231814131,1.0859313107165935,1.0892708936376434,79038
2014-01-31,1.0884586377565335,1.0891237633688284,1.0873525156356312,1.088041929682529,64967
2014-02-03,1.0885631048927162,1.090102924435356,1.0873007158985384,1.0884093592993773,68478
2014-02-04,1.0783808969098627,1.0834494868112199,1.077567974401926,1.0806833646618967,95775
2014-02-05,1.078573769681142,1.0778409936440718,1.0756542415793424,1.0777458375510405,110624
2014-02-06,1.0785760066055645,1.0800150960380355,1.0761295490743508,1.078343735133336,80332
2014-02-07,1.0727006676778394,1.0753121272076536,1.0678849036997575,1.072155724546205,47066
2014-02-10,1.0783891045485248,1.0786986949173065,1.0732418497208283,1.0741716513079744,79313
2014-02-11,1.0687185633753389,1.0712949885404979,1.0660817455087428,1.0709505452642873,107857
2014-02-12,1.0712341087295727,1.0704126488945127,1.0657116110354425,1.0693897358348894,85900
2014-02-13,1.0658708062645341,1.0681809475163702,1.0626194614620141,1.0661772762778412,130069
2014-02-14,1.0764066210114571,1.0763553949576379,1.0723275648644537,1.0760974271166928,130045
2014-02-17,1.0759758356180376,1.076686806380575,1.071910033589504,1.076024807923046,81098
2014-02-18,1.0698951319768633,1.0755619716424165,1.0667026320116986,1.070349213002443,48294
2014-02-19,1.0741478953087575,1.0808491804545701,1.0731182179052707,1.074760329134263,151857
2014-02-20,1.068571728154744,1.068746080010615,1.0662454421175864,1.0682197404187646,102580
2014-02-21,1.0677135159216133,1.0715737485372239,1.0641483917055718,1.0693358841980258,78101
2014-02-24,1.0597041165303576,1.061565357042584,1.0564618912501342,1.05890932125353,65059
2014-02-25,1.051462681605464,1.0528724639872726,1.0482923690823758,1.051900476698362,136784
2014-02-26,1.0517464874589162,1.057051816517764,1.0523524453710411,1.0529363785763055,80626
2014-02-27,1.0563557688618757,1.058264634961358,1.056031774271307,1.0568313565610614,60703
2014-02-28,1.0590670150831063,1.0588668626689326,1.0514850749604439,1.0577372814880373,143693
2014-03-03,1.0565599142404092,1.057218404896194,1.0501395609630302,1.0571258307890217,101417
2014-03-04,1.0559138662706893,1.0577457148621852,1.0548370602055712,1.0555355057495048,156536
2014-03-05,1.0469952478264914,1.0516353388229749,1.0469850196720307,1.0477611153892359,99228
2014-03-06,1.044788037918345,1.0461405914226085,1.0404726612619901,1.0439967699551462,43205
2014-03-07,1.042309031371331,1.0430240499986392,1.0381930770602459,1.0415950099313378,74929
2014-03-10,1.0490507577894557,1.0537062895186018,1.045351272330137,1.0471150516554877,123384
2014-03-11,1.0487314856454197,1.0493501475734508,1.047144476814801,1.0489156374132198,73411
2014-03-12,1.0404050774272635,1.0415537005965623,1.0392802382067032,1.0397098704268484,120522
2014-03-13,1.0414981298317942,1.0417302016714618,1.038958505826924,1.0413960026881248,51628
2014-03-14,1.0407397358691062,1.0454490844030924,1.0357314437562402,1.0393928160485177,143655
2014-03-17,1.035136198757517,1.0413105637004516,1.0347747049780982,1.0358808234431107,110089
2014-03-18,1.039827892327563,1.0393487407980813,1.0339170913085562,1.0390537917323572,46518
2014-03-19,1.0442205946922989,1.04951721252808,1.044209869404981,1.0444239412096519,78491
2014-03-20,1.0492311851405571,1.0571889633517555,1.0489009190903864,1.0492985377009347,47946
2014-03-21,1.0450006863859838,1.0458372723669611,1.0376763297093625,1.044904813773308,40610
2014-03-24,1.0435537344798533,1.0437271846593976,1.0389108129755764,1.0432905744517653,109838
2014-03-25,1.0448985647173568,1.0459130073076608,1.0425231693467574,1.045020026395068,74311
2014-03-26,1.0503552759835022,1.0504643520069301,1.0448875945375418,1.0501297992715584,139770
2014-03-27,1.0492700981567225,1.0573543270538779,1.046595855213368,1.0476168351118262,81876
2014-03-28,1.0476762047849069,1.0474554419952444,1.0439456047560356,1.0466447890066295,120192
2014-03-31,1.041775752082996,1.0424639952842734,1.037804607141783,1.0408710742086504,144540
2014-04-01,1.034192839766466,1.0366797937288625,1.032532557979538,1.034664170192149,152023
2014-04-02,1.0379523659766159,1.0397963073554874,1.0376763797729236,1.038876177088757,90333
2014-04-03,1.0469441364346312,1.046692482569332,1.0434391743210196,1.0459449446451259,91298
2014-04-04,1.0464843861802442,1.0468560948033967,1.0420523718678238,1.0455684193201285,124192
2014-04-07,1.0523754384622752,1.0565619630631862,1.0458796864005393,1.0508279150065845,81811
2014-04-08,1.052093891687126,1.056447492832607,1.0525167110522968,1.0527297200424137,110072
2014-04-09,1.049098632549195,1.0497699880007552,1.045581995109803,1.0493395070220486,155407
2014-04-10,1.0495138676287679,1.0585041756028226,1.0501578237084208,1.051237354622727,159368
2014-04-11,1.0589369610956996,1.06050003474671,1.0564858277606861,1.0593527264319509,82974
2014-04-14,1.0602185119590786,1.0677518215674406,1.0585036880047523,1.0591629813659518,59856
2014-04-15,1.066983565883689,1.068220222304144,1.0660542822727743,1.067481541090019,141946
2014-04-16,1.0542648754277588,1.057077089518465,1.0522514611992444,1.053590072274043,84830
2014-04-17,1.0577271839244198,1.0625051394822251,1.0528357320683557,1.0579287226320053,121983
2014-04-18,1.058732249298511,1.0590845179944226,1.0548199952731823,1.0583892708167086,85823
2014-04-21,1.0555952326082012,1.0594770540047092,1.0564830223113457,1.0568081221907266,138863
2014-04-22,1.0573831924702775,1.0650176178893351,1.0519412555153898,1.0572931011070303,140037
2014-04-23,1.0437066890421975,1.0489865475893483,1.0442274936951452,1.046837923611214,114397
2014-04-24,1.0454933153045003,1.048244694074305,1.0429546217064305,1.0456887505146046,125814
2014-04-25,1.0458495468760736,1.0481111446647555,1.0465293714916173,1.0475575614512713,107078
2014-04-28,1.0565998467248143,1.0592840359237556,1.051777638581944,1.055327127995289,147767
2014-04-29,1.0534142409728302,1.053433509024382,1.0482377591932124,1.052595945145584,107951
2014-04-30,1.048838682917807,1.048455496709005,1.0419423226983562,1.0483494486511613,149287
2014-05-01,1.0473132121313165,1.0465652846346225,1.0452612567370634,1.0457226614513673,52905
2014-05-02,1.0495230596084242,1.0540333440410534,1.0489109325639163,1.0505199153115188,61601
2014-05-05,1.0540867929088007,1.0560264751801782,1.051611295876954,1.0522481332456919,143691
2014-05-06,1.0504429274957279,1.0513438853099477,1.0477948143181084,1.0494646254249171,127099
2014-05-07,1.0519124700539726,1.0574468006041344,1.0517839790742365,1.0521613643877261,80955
2014-05-08,1.053867630339476,1.0530164923551866,1.052563040144292,1.0526721945869237,112179
2014-05-09,1.056612670610328,1.0578919737989947,1.0549087312178198,1.0577828889579222,88435
2014-05-12,1.0532071987347822,1.054584120117513,1.04665889906084,1.0540762995711093,64044
2014-05-13,1.0517103589994985,1.0566511322975178,1.0479307105989637,1.0523508088870301,51246
2014-05-14,1.049734073562695,1.0510346726766708,1.049962553841562,1.0502896533763413,42458
2014-05-15,1.0415305308041185,1.0430062895433727,1.0389397736550101,1.042632131751508,98507
2014-05-16,1.0454541129182378,1.0476327569786448,1.0391899303766443,1.0441769977132842,46028
2014-05-19,1.0452701843146506,1.0481145937229386,1.0436973150307414,1.045540827158527,143751
2014-05-20,1.0459361268980445,1.0461456818734611,1.0410406673447785,1.0455675591386955,159247
2014-05-21,1.0437462527832009,1.0456578522673279,1.042342438351316,1.0443418946097947,91901
2014-05-22,1.0350894051602846,1.042902642940622,1.031550896264185,1.0369773295089826,140252
2014-05-23,1.0350780781339939,1.0392826504034767,1.03273855266922,1.0347986231513586,46306
2014-05-26,1.0310515280865746,1.0368316184176274,1.0323922538175607,1.0330269389904017,146555
2014-05-27,1.0288207520844337,1.0307164515837448,1.027628484369552,1.028891369062075,146396
2014-05-28,1.0266552634838448,1.0291671772452526,1.0236983444833871,1.0280619761466585,67678
2014-05-29,1.032188196681083,1.0338388923748851,1.027439376563207,1.0301410221519376,130444
2014-05-30,1.0408498935606434,1.0445614776500731,1.0395532353550747,1.039902165492305,52363
2014-06-02,1.0409203506379587,1.0474421604459183,1.0393967873227132,1.0408102810047482,54066
2014-06-03,1.0434684235847957,1.0444056138979065,1.038500172268877,1.0421514498385074,103804
2014-06-04,1.0408819412503922,1.0434674679907798,1.0407373342522739,1.0417636024318726,154433
2014-06-05,1.0323776336407076,1.0408780823805086,1.02838796653621,1.0318168624534,88544
2014-06-06,1.0318862246460998,1.0347576531545242,1.02992642774453,1.0316800842010168,138247
2014-06-09,1.0322632888294718,1.0348436095273368,1.0299960549596607,1.031990822528572,40189
2014-06-10,1.0461089609941034,1.046551765150767,1.044320527765615,1.044779631972523,51752
2014-06-11,1.0445397980951456,1.044536574773824,1.04213654375178,1.043775240974055,47482
2014-06-12,1.0456519835404718,1.046824747626606,1.0428394744692258,1.0453501662115485,56679
2014-06-13,1.043439115547127,1.0470887236719473,1.044198282000065,1.0451687521838544,130088
2014-06-16,1.038081668232265,1.0421297250191468,1.0384807095543316,1.0390792323998324,40799
2014-06-17,1.044905410596506,1.049365075051392,1.0441636053315997,1.0450336455607245,130917
2014-06-18,1.0490679620565941,1.0546288372741133,1.047962414856452,1.0489700172355398,49934
2014-06-19,1.0519368285644577,1.060152195199086,1.0526900228156424,1.0531270767091092,97558
2014-06-20,1.0508777238811766,1.0499787960848048,1.047162429141117,1.0483494439792762,99223
2014-06-23,1.0573292849945863,1.0566816451251235,1.045727138419836,1.055728384747992,124620
2014-06-24,1.0489856216427058,1.0503402975952851,1.0455024850088819,1.048354388259271,81556
2014-06-25,1.0515108189894524,1.0553571583166435,1.0501318836622124,1.0514350769066685,49909
2014-06-26,1.0627883971333154,1.0669302180701508,1.0622702665543176,1.063013978234627,131467
2014-06-27,1.0567553209168208,1.0588246501625596,1.0563303776143416,1.0577622243044502,150719
2014-06-30,1.0548531430246035,1.0604479489414234,1.054357524604686,1.054771418788157,131404
2014-07-01,1.055569102304603,1.0570912235631102,1.0543700325118115,1.055297096797298,83558
2014-07-02,1.0513367241833904,1.05453805073827,1.0467055690583844,1.0526438558235751,119382
2014-07-03,1.0448629837476364,1.0465730916937015,1.039596183933651,1.044513931824137,127793
2014-07-04,1.0447098422763754,1.0470591491020624,1.0428756862631758,1.0448720681198151,68013
2014-07-07,1.0373540689141054,1.0413744280999082,1.0386910607573936,1.0393369237524213,143018
2014-07-08,1.0409046005399016,1.043009048730401,1.0410531254855264,1.0418009504618948,62875
2014-07-09,1.0365937385597157,1.0389998684254096,1.0324241212656884,1.0370226568688803,130253
2014-07-10,1.047063267760411,1.0457436109930855,1.0404427471567064,1.0450904633918623,51408
2014-07-11,1.0415849894871638,1.0421310521294294,1.0386591500027302,1.0410056145597235,75607
2014-07-14,1.0379426174204294,1.042170008294369,1.0345909906188673,1.039330624313401,101684
2014-07-15,1.04407401210158,1.0475461254934535,1.0431563054434667,1.0435668007659762,76281
2014-07-16,1.0355592693852218,1.0402135337390621,1.0344108966761505,1.0371640774995203,67326
2014-07-17,1.0394685209808834,1.0433838170902032,1.0319546130744297,1.038344314880308,53601
2014-07-18,1.044660463959902,1.0463467751101003,1.0429774662202205,1.045152861237749,41135
2014-07-21,1.036689120225323,1.0393286333565912,1.036477297728783,1.0367862009337159,62741
2014-07-22,1.0391196092635824,1.0387440267179646,1.036895644090252,1.0377437720495912,51913
2014-07-23,1.0377556244961639,1.0465860137150587,1.0330000949326952,1.0390931072882323,50101
2014-07-24,1.0417055687269416,1.047520666224355,1.0421916073369615,1.0431629907113014,58631
